ID,Item_type,Study_Title,Document_Reference,Author_1st,Author_2nd,Author_3rd,Author_4th,Author_5th,Author_6th,Publication_year,Country_application,Specific_Location_1,Specific_Location_2,MAR_Type_1,MAR_Type_2,MAR_Type_3,MAR_Type_4,Criteria_Group_1,Criteria_Group_2,Criteria_Group_3,Criteria_used_Original,Criteria_used_Modified,Criteria_weight,Subcriteria_Min_weight,Subcriteria_Max_weight,Standardized_criteria_weight(%),Criteria_importance_rank,Criteria_weights_assigment,Combination_rules,Constraint_mapping,Constraint_mapping_what,Sensitivity_Analysis,Water_Sorce,Main_objective,Groundwater_potential_zones
027,Journal Article,"Integrated Water Resource Development Plan for Sustainable Management of Mayurakshi Watershed,India using Remote Sensing and GIS","Chowdary, 2009",V. M. Chowdary,D. Ramakrishnan,Y. K. Srivastava,Vinu Chandran,,,2009,India,Mayurakshi watershed of Jharkhand state,,Spreading methods,In-channel modifications,Rainwater/Runoff Harvesting,"Well, shaft, borehole recharge",Technical criteria,Surface characteristics,Surface characteristics,Land use/Land cover,Land use/ land cover,NA,NA,NA,NA,NA,Boolean logic,Boolean logic,Yes,Depend on MAR type,No,Nonspecific,Nonspecific,No
027,Journal Article,"Integrated Water Resource Development Plan for Sustainable Management of Mayurakshi Watershed,India using Remote Sensing and GIS","Chowdary, 2009",V. M. Chowdary,D. Ramakrishnan,Y. K. Srivastava,Vinu Chandran,,,2009,India,Mayurakshi watershed of Jharkhand state,,Spreading methods,In-channel modifications,Rainwater/Runoff Harvesting,"Well, shaft, borehole recharge",Technical criteria,Surface characteristics,Surface characteristics,hydrogeomorphology,Geomorphology,NA,NA,NA,NA,NA,Boolean logic,Boolean logic,Yes,Depend on MAR type,No,Nonspecific,Nonspecific,No
027,Journal Article,"Integrated Water Resource Development Plan for Sustainable Management of Mayurakshi Watershed,India using Remote Sensing and GIS","Chowdary, 2009",V. M. Chowdary,D. Ramakrishnan,Y. K. Srivastava,Vinu Chandran,,,2009,India,Mayurakshi watershed of Jharkhand state,,Spreading methods,In-channel modifications,Rainwater/Runoff Harvesting,"Well, shaft, borehole recharge",Technical criteria,Surface characteristics,Surface characteristics,Soil type,Soil type,NA,NA,NA,NA,NA,Boolean logic,Boolean logic,Yes,Depend on MAR type,No,Nonspecific,Nonspecific,No
027,Journal Article,"Integrated Water Resource Development Plan for Sustainable Management of Mayurakshi Watershed,India using Remote Sensing and GIS","Chowdary, 2009",V. M. Chowdary,D. Ramakrishnan,Y. K. Srivastava,Vinu Chandran,,,2009,India,Mayurakshi watershed of Jharkhand state,,Spreading methods,In-channel modifications,Rainwater/Runoff Harvesting,"Well, shaft, borehole recharge",Technical criteria,Surface characteristics,Surface characteristics,Slope,Slope,NA,NA,NA,NA,NA,Boolean logic,Boolean logic,Yes,Depend on MAR type,No,Nonspecific,Nonspecific,No
027,Journal Article,"Integrated Water Resource Development Plan for Sustainable Management of Mayurakshi Watershed,India using Remote Sensing and GIS","Chowdary, 2009",V. M. Chowdary,D. Ramakrishnan,Y. K. Srivastava,Vinu Chandran,,,2009,India,Mayurakshi watershed of Jharkhand state,,Spreading methods,In-channel modifications,Rainwater/Runoff Harvesting,"Well, shaft, borehole recharge",Technical criteria,Surface characteristics,Surface characteristics,Lineament density,Lineament density,NA,NA,NA,NA,NA,Boolean logic,Boolean logic,Yes,Depend on MAR type,No,Nonspecific,Nonspecific,No
027,Journal Article,"Integrated Water Resource Development Plan for Sustainable Management of Mayurakshi Watershed,India using Remote Sensing and GIS","Chowdary, 2009",V. M. Chowdary,D. Ramakrishnan,Y. K. Srivastava,Vinu Chandran,,,2009,India,Mayurakshi watershed of Jharkhand state,,Spreading methods,In-channel modifications,Rainwater/Runoff Harvesting,"Well, shaft, borehole recharge",Technical criteria,Surface characteristics,Surface characteristics,Drainage network with drainage order,Drainage order number,NA,NA,NA,NA,NA,Boolean logic,Boolean logic,Yes,Depend on MAR type,No,Nonspecific,Nonspecific,No
028,Journal Article,Karst and artificial recharge: Theoretical and practical problems. A preliminary approach to artificial recharge assessment,"Daher, 2011",Walid Daher,Séverin Pistre,Angeline Kneppers,Michel Bakalowicz,,,2011,Lebanon,Damou-Meditarrenean,,Spreading methods,,,,Technical criteria,Aquifer characteristics,Storage capacity,Epikarst thickness,Epikarst thickness,0.6,0,4,60,1,Rating method,WLC,Yes,NA,No,Stormwater/surface runoff,Agriculture; Domestic,No
028,Journal Article,Karst and artificial recharge: Theoretical and practical problems. A preliminary approach to artificial recharge assessment,"Daher, 2011",Walid Daher,Séverin Pistre,Angeline Kneppers,Michel Bakalowicz,,,2011,Lebanon,Damou-Meditarrenean,,Spreading methods,,,,Technical criteria,Aquifer characteristics,Storage capacity,Degree of karsification,Degree of karsification,0.1,0,4,10,3,Rating method,WLC,Yes,NA,No,Stormwater/surface runoff,Agriculture; Domestic,No
028,Journal Article,Karst and artificial recharge: Theoretical and practical problems. A preliminary approach to artificial recharge assessment,"Daher, 2011",Walid Daher,Séverin Pistre,Angeline Kneppers,Michel Bakalowicz,,,2011,Lebanon,Damou-Meditarrenean,,Spreading methods,,,,Technical criteria,Aquifer characteristics,Storage/water flow capacity,Aquifer Rock type(Lithology),Geology / Lithology,0.2,0,4,20,2,Rating method,WLC,Yes,NA,No,Stormwater/surface runoff,Agriculture; Domestic,No
028,Journal Article,Karst and artificial recharge: Theoretical and practical problems. A preliminary approach to artificial recharge assessment,"Daher, 2011",Walid Daher,Séverin Pistre,Angeline Kneppers,Michel Bakalowicz,,,2011,Lebanon,Damou-Meditarrenean,,Spreading methods,,,,Technical criteria,Surface characteristics,Surface characteristics,Ground surface infiltrating rate,Hydrological soils,0.1,0,4,10,3,Rating method,WLC,Yes,NA,No,Stormwater/surface runoff,Agriculture; Domestic,No
029,Journal Article,"Integrating GIS and DSS for identification of suitable areas for artificial recharge, case study Meimeh Basin, Isfahan, Iran","Ghayoumian, 2004","Ghayoumian,J.",Ghermezcheshme B.,Feiznia S.,Noroozi A. A.,,,2004,Iran,Meimeh Basin-Isfahan Province,,Spreading methods,,,,Technical criteria,Aquifer characteristics,Storage capacity,sediment thickness and aquifer table,Aquifer depth,NA,NA,NA,NA,NA,Ranking method,Decision tree,Yes,Geology (consolidated formations),Yes,Stormwater/surface runoff,Nonspecific,No
029,Journal Article,"Integrating GIS and DSS for identification of suitable areas for artificial recharge, case study Meimeh Basin, Isfahan, Iran","Ghayoumian, 2004","Ghayoumian,J.",Ghermezcheshme B.,Feiznia S.,Noroozi A. A.,,,2004,Iran,Meimeh Basin-Isfahan Province,,Spreading methods,,,,Water quality,Groundwater quality,Groundwater quality,Electrical conductivity (source water),Groundwater quality - Electrical conductivity,NA,NA,NA,NA,NA,Ranking method,Decision tree,Yes,Geology (consolidated formations),Yes,Stormwater/surface runoff,Nonspecific,No
029,Journal Article,"Integrating GIS and DSS for identification of suitable areas for artificial recharge, case study Meimeh Basin, Isfahan, Iran","Ghayoumian, 2004","Ghayoumian,J.",Ghermezcheshme B.,Feiznia S.,Noroozi A. A.,,,2004,Iran,Meimeh Basin-Isfahan Province,,Spreading methods,,,,Technical criteria,Aquifer characteristics,Water flow capacity,Transmissivity,Aquifer transmissivity,NA,NA,NA,NA,NA,Ranking method,Decision tree,Yes,Geology (consolidated formations),Yes,Stormwater/surface runoff,Nonspecific,No
029,Journal Article,"Integrating GIS and DSS for identification of suitable areas for artificial recharge, case study Meimeh Basin, Isfahan, Iran","Ghayoumian, 2004","Ghayoumian,J.",Ghermezcheshme B.,Feiznia S.,Noroozi A. A.,,,2004,Iran,Meimeh Basin-Isfahan Province,,Spreading methods,,,,Technical criteria,Surface characteristics,Surface characteristics,Slope,Slope,NA,NA,NA,NA,NA,Ranking method,Decision tree,Yes,Geology (consolidated formations),Yes,Stormwater/surface runoff,Nonspecific,No
029,Journal Article,"Integrating GIS and DSS for identification of suitable areas for artificial recharge, case study Meimeh Basin, Isfahan, Iran","Ghayoumian, 2004","Ghayoumian,J.",Ghermezcheshme B.,Feiznia S.,Noroozi A. A.,,,2004,Iran,Meimeh Basin-Isfahan Province,,Spreading methods,,,,Technical criteria,Surface characteristics,Surface characteristics,Infiltration rate,Hydrological soils,NA,NA,NA,NA,NA,Ranking method,Decision tree,Yes,Geology (consolidated formations),Yes,Stormwater/surface runoff,Nonspecific,No
030,Book section,Siting and Design Issues for Riverbank Filtration Schemes,"Grischek, 2003",Thomas Grischek,Dagmar Schoenheinz,Chittaranjan Ray,,,,2003,USA/Germany,USA and Dresden near Mockritz waterworks,,"Well, shaft, borehole recharge",,,,Management criteria,Economic criteria,Economic criteria,distance to infiltration well (flow path),Distance between water supply sources and MAR site,NA,NA,NA,NA,NA,NA,NA,No,NA,No,Nonspecific,Nonspecific,No
030,Book section,Siting and Design Issues for Riverbank Filtration Schemes,"Grischek, 2003",Thomas Grischek,Dagmar Schoenheinz,Chittaranjan Ray,,,,2003,USA/Germany,USA and Dresden near Mockritz waterworks,,"Well, shaft, borehole recharge",,,,Technical criteria,Aquifer characteristics,Storage/water flow capacity,Geology,Geology / Lithology,NA,NA,NA,NA,NA,NA,NA,No,NA,No,Nonspecific,Nonspecific,No
030,Book section,Siting and Design Issues for Riverbank Filtration Schemes,"Grischek, 2003",Thomas Grischek,Dagmar Schoenheinz,Chittaranjan Ray,,,,2003,USA/Germany,USA and Dresden near Mockritz waterworks,,"Well, shaft, borehole recharge",,,,Water quality,Surface water quality,Surface water quality,River water quality,River water quality,NA,NA,NA,NA,NA,NA,NA,No,NA,No,Nonspecific,Nonspecific,No
030,Book section,Siting and Design Issues for Riverbank Filtration Schemes,"Grischek, 2003",Thomas Grischek,Dagmar Schoenheinz,Chittaranjan Ray,,,,2003,USA/Germany,USA and Dresden near Mockritz waterworks,,"Well, shaft, borehole recharge",,,,Technical criteria,Surface characteristics,Surface characteristics,Riverbed hydraulics,Riverbed hydraulics,NA,NA,NA,NA,NA,NA,NA,No,NA,No,Nonspecific,Nonspecific,No
030,Book section,Siting and Design Issues for Riverbank Filtration Schemes,"Grischek, 2003",Thomas Grischek,Dagmar Schoenheinz,Chittaranjan Ray,,,,2003,USA/Germany,USA and Dresden near Mockritz waterworks,,"Well, shaft, borehole recharge",,,,Technical criteria,Surface characteristics,Surface characteristics,River bed hydraulic conductivity,River bed hydraulic conductivity,NA,NA,NA,NA,NA,NA,NA,No,NA,No,Nonspecific,Nonspecific,No
030,Book section,Siting and Design Issues for Riverbank Filtration Schemes,"Grischek, 2003",Thomas Grischek,Dagmar Schoenheinz,Chittaranjan Ray,,,,2003,USA/Germany,USA and Dresden near Mockritz waterworks,,"Well, shaft, borehole recharge",,,,Management criteria,socio-environmental impact,socio-environmental impact,Shipping and dredging uses,Shipping and dredging uses,NA,NA,NA,NA,NA,NA,NA,No,NA,No,Nonspecific,Nonspecific,No
030,Book section,Siting and Design Issues for Riverbank Filtration Schemes,"Grischek, 2003",Thomas Grischek,Dagmar Schoenheinz,Chittaranjan Ray,,,,2003,USA/Germany,USA and Dresden near Mockritz waterworks,,"Well, shaft, borehole recharge",,,,Technical criteria,Surface characteristics,Surface characteristics,Flooding frequency,Flooding frequency,NA,NA,NA,NA,NA,NA,NA,No,NA,No,Nonspecific,Nonspecific,No
030,Book section,Siting and Design Issues for Riverbank Filtration Schemes,"Grischek, 2003",Thomas Grischek,Dagmar Schoenheinz,Chittaranjan Ray,,,,2003,USA/Germany,USA and Dresden near Mockritz waterworks,,"Well, shaft, borehole recharge",,,,Technical criteria,Surface characteristics,Surface characteristics,River channel morphology,River channel morphology,NA,NA,NA,NA,NA,NA,NA,No,NA,No,Nonspecific,Nonspecific,No
030,Book section,Siting and Design Issues for Riverbank Filtration Schemes,"Grischek, 2003",Thomas Grischek,Dagmar Schoenheinz,Chittaranjan Ray,,,,2003,USA/Germany,USA and Dresden near Mockritz waterworks,,"Well, shaft, borehole recharge",,,,Technical criteria,Aquifer characteristics,Storage capacity,Aquifer thickness,Aquifer depth,NA,NA,NA,NA,NA,NA,NA,No,NA,No,Nonspecific,Nonspecific,No
030,Book section,Siting and Design Issues for Riverbank Filtration Schemes,"Grischek, 2003",Thomas Grischek,Dagmar Schoenheinz,Chittaranjan Ray,,,,2003,USA/Germany,USA and Dresden near Mockritz waterworks,,"Well, shaft, borehole recharge",,,,Management criteria,Economic criteria,Economic criteria,Distance between the well groups (well gallery),Distance between the well groups (well gallery),NA,NA,NA,NA,NA,NA,NA,No,NA,No,Nonspecific,Nonspecific,No
031,Journal Article,Delineation of potential zones for Artificial Recharge using GIS,"Jothisprakash, 2013",V. JOTHIPRAKASH,G.MARIMUTHU,"R MURALIDHARAN
",N. SENTHILKUMAR,,,2013,India,"Southvellar basin,Tamilnadu",,Unspecified,,,,Technical criteria,Surface characteristics,Surface characteristics,Physiography,Geomorphology,12,1,4,12,4,Rating method,WLC,No,NA,No,Stormwater/surface runoff,Nonspecific,No
031,Journal Article,Delineation of potential zones for Artificial Recharge using GIS,"Jothisprakash, 2013",V. JOTHIPRAKASH,G.MARIMUTHU,"R MURALIDHARAN
",N. SENTHILKUMAR,,,2013,India,"Southvellar basin,Tamilnadu",,Unspecified,,,,Technical criteria,Surface characteristics,Surface characteristics,Effective soil depth,Soil depth,18,1,4,18,2,Rating method,WLC,No,NA,No,Stormwater/surface runoff,Nonspecific,No
031,Journal Article,Delineation of potential zones for Artificial Recharge using GIS,"Jothisprakash, 2013",V. JOTHIPRAKASH,G.MARIMUTHU,"R MURALIDHARAN
",N. SENTHILKUMAR,,,2013,India,"Southvellar basin,Tamilnadu",,Unspecified,,,,Technical criteria,Aquifer characteristics,Storage/water flow capacity,Geology,Geology / Lithology,14,1,4,14,3,Rating method,WLC,No,NA,No,Stormwater/surface runoff,Nonspecific,No
031,Journal Article,Delineation of potential zones for Artificial Recharge using GIS,"Jothisprakash, 2013",V. JOTHIPRAKASH,G.MARIMUTHU,"R MURALIDHARAN
",N. SENTHILKUMAR,,,2013,India,"Southvellar basin,Tamilnadu",,Unspecified,,,,Technical criteria,Surface characteristics,Surface characteristics,Soil texture,Hydrological soils,6,1,4,6,6,Rating method,WLC,No,NA,No,Stormwater/surface runoff,Nonspecific,No
031,Journal Article,Delineation of potential zones for Artificial Recharge using GIS,"Jothisprakash, 2013",V. JOTHIPRAKASH,G.MARIMUTHU,"R MURALIDHARAN
",N. SENTHILKUMAR,,,2013,India,"Southvellar basin,Tamilnadu",,Unspecified,,,,Technical criteria,Surface characteristics,Surface characteristics,Water holding capacity,Soil water holding capacity,18,1,4,18,2,Rating method,WLC,No,NA,No,Stormwater/surface runoff,Nonspecific,No
031,Journal Article,Delineation of potential zones for Artificial Recharge using GIS,"Jothisprakash, 2013",V. JOTHIPRAKASH,G.MARIMUTHU,"R MURALIDHARAN
",N. SENTHILKUMAR,,,2013,India,"Southvellar basin,Tamilnadu",,Unspecified,,,,Technical criteria,Surface characteristics,Surface characteristics,Permeability,Hydrological soils,24,1,4,24,1,Rating method,WLC,No,NA,No,Stormwater/surface runoff,Nonspecific,No
031,Journal Article,Delineation of potential zones for Artificial Recharge using GIS,"Jothisprakash, 2013",V. JOTHIPRAKASH,G.MARIMUTHU,"R MURALIDHARAN
",N. SENTHILKUMAR,,,2013,India,"Southvellar basin,Tamilnadu",,Unspecified,,,,Technical criteria,Surface characteristics,Surface characteristics,Drainage intensity,Drainage density/Drainage intensity,8,1,4,8,5,Rating method,WLC,No,NA,No,Stormwater/surface runoff,Nonspecific,No
032,Journal Article,"Delineation of groundwater potential zones in Theni district, Tamil Nadu, using remote sensing, GIS and MIF techniques","Magesh, 2012",N.S. Magesh,N. Chandrasekar,John Prince Soundranayagam,,,,2012,India,Vaigai River Basin Theni district,,Unspecified,,,,Technical criteria,Surface characteristics,Surface characteristics,Lineament density,Lineament density,2,1,13,9.42028985507246,4,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic; Ecological,No
032,Journal Article,"Delineation of groundwater potential zones in Theni district, Tamil Nadu, using remote sensing, GIS and MIF techniques","Magesh, 2012",N.S. Magesh,N. Chandrasekar,John Prince Soundranayagam,,,,2012,India,Vaigai River Basin Theni district,,Unspecified,,,,Technical criteria,Surface characteristics,Surface characteristics,Land use/Land cover,Land use/ land cover,3.5,5,22,27.8985507246377,2,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic; Ecological,No
032,Journal Article,"Delineation of groundwater potential zones in Theni district, Tamil Nadu, using remote sensing, GIS and MIF techniques","Magesh, 2012",N.S. Magesh,N. Chandrasekar,John Prince Soundranayagam,,,,2012,India,Vaigai River Basin Theni district,,Unspecified,,,,Technical criteria,Aquifer characteristics,Storage/water flow capacity,Lithology,Geology / Lithology,4,9,25,36.231884057971,1,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic; Ecological,No
032,Journal Article,"Delineation of groundwater potential zones in Theni district, Tamil Nadu, using remote sensing, GIS and MIF techniques","Magesh, 2012",N.S. Magesh,N. Chandrasekar,John Prince Soundranayagam,,,,2012,India,Vaigai River Basin Theni district,,Unspecified,,,,Technical criteria,Surface characteristics,Surface characteristics,Drainage density,Drainage density/Drainage intensity,1.5,2,9,4.89130434782609,5,Multi influencing factor,WLC,No,NA,No,Stormwater/surface runoff,Agriculture; Domestic; Ecological,No
